"";"Category";"Description";"Nutrient_Bank_Number";"Carbohydrate";"Choline";"Niacin";"Protein";"Riboflavin";"Selenium";"Sugar_Total";"Thiamin";"Water";"Fat__Monosaturated_Fat";"Fat__Polysaturated_Fat";"Fat__Saturated_Fat";"Fat__Total_Lipid";"Minerals__Calcium";"Minerals__Copper";"Minerals__Iron";"Minerals__Magnesium";"Minerals__Phosphorus";"Minerals__Potassium";"Minerals__Sodium";"Minerals__Zinc";"Vitamins__Vitamin_A";"Vitamins__Vitamin_B6";"Vitamins__Vitamin_E";"Vitamins__Vitamin_K"
"126";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, made with margarine";32130000;0,72;219,8;0,064;11,72;0,407;28,6;0,34;0,03;73,08;4,99;3,473;3,752;13,11;53;0,067;1,63;11;185;130;286;1,2;203;0,334;2,16;6,8
"127";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, no added fat";32130070;0,72;234,3;0,067;12,52;0,433;30,6;0,37;0,032;75,92;3,647;1,905;3,117;9,48;56;0,072;1,74;12;197;138;257;1,29;160;0,161;1,05;0,3
"128";"Lemon-butter sauce";"Lemon-butter sauce";81301020;0,74;17,4;0,047;0,8;0,032;0,9;0,31;0,007;23,78;18,92;2,741;46,235;73,02;22;0,002;0,03;2;22;32;579;0,09;616;0,007;2,1;6,3
"129";"Buffalo sauce";"Buffalo sauce";74406060;0,75;0;0,167;1,21;0,079;0,5;0,12;0,03;89,48;0,057;0,377;0,1;0,71;14;0,07;1,09;11;22;120;2917;0,15;77;0,145;0,01;0,2
"130";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, made with oil";32130210;0,79;201,3;0,879;12,82;0,383;28,8;0,41;0,065;69,15;6,313;4,32;4,052;15,69;48;0,07;1,58;12;192;158;346;1,34;133;0,176;1,6;7,1
"131";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, made with butter";32130220;0,79;202,4;0,881;12,87;0,385;28,9;0,42;0,065;70,07;5,119;2,136;6,209;14,61;49;0,07;1,57;13;193;159;383;1,34;172;0,177;1,06;0,7
"132";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, made with animal fat or meat drippings";32130240;0,79;204,4;0,897;12,95;0,384;29;0,41;0,066;69,37;6,277;2,537;5,305;15,24;48;0,07;1,58;13;193;159;381;1,36;133;0,178;0,96;0,4
"133";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, NS as to fat";32130190;0,8;201,8;0,88;12,84;0,384;28,9;0,41;0,065;69,8;5,753;3,49;4,69;14,97;48;0,07;1,58;13;193;159;365;1,34;154;0,209;1,51;5
"134";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, NS as to fat type";32130265;0,8;201,8;0,88;12,84;0,384;28,9;0,41;0,065;69,8;5,753;3,49;4,69;14,97;48;0,07;1,58;13;193;159;365;1,34;154;0,209;1,51;5
"135";"Margarine";"Margarine, NFS";81102000;0,82;10,8;0,018;0,17;0,029;0;0;0,008;32,32;24,23;25,933;12,862;65,04;16;0;0,02;2;13;27;694;0;819;2,815;18,09;99,2
"136";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, made with margarine";32130200;0,83;201,9;0,88;12,83;0,385;28,8;0,41;0,066;71;5,302;3,446;4,005;13,69;49;0,07;1,57;13;193;159;386;1,34;179;0,338;1,96;6
"137";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, no added fat";32130270;0,83;213,6;0,932;13,6;0,406;30,6;0,44;0,069;73,34;4,153;2,081;3,467;10,57;51;0,074;1,67;13;204;167;367;1,42;141;0,187;0,98;0,3
"138";"Coconut oil";"Coconut oil";82101500;0,84;0,3;0;0;0;0;0;0;0,03;6,31;1,7;82,5;99,1;1;0;0,05;0;0;0;0;0,02;0;0;0,11;0,6
"139";"Fried pork chunks";"Fried pork chunks, Puerto Rican style";22402510;0,86;94,9;10,45;35,33;0,305;54,3;0,03;0,766;49,5;4,874;1,441;4,004;11,35;15;0,096;0,74;41;336;529;489;2,56;1;0,797;0,23;0,8
"140";"Chicken liver";"Chicken liver, braised";25110420;0,86;287,6;10,953;24,26;1,976;81,7;0;0,289;66,26;1,404;1,971;2,043;6,46;11;0,492;11,53;25;402;261;398;3,95;3948;0,749;0,81;0
"141";"Margarine";"Margarine, tub";81102020;0,86;10,2;0,016;0,17;0,026;0;0;0,007;37,58;19,348;26,477;12,086;59,81;21;0;0;2;16;30;674;0;819;3,75;21,12;101,3
"142";"Margarine-oil blend";"Margarine-oil blend, NFS";81103035;0,86;10,2;0,016;0,17;0,026;0;0;0,007;37,58;19,348;26,477;12,086;59,81;21;0;0;2;16;30;674;0;819;3,75;21,12;101,3
"143";"Margarine-oil blend";"Margarine-oil blend, tub";81103080;0,86;10,2;0,016;0,17;0,026;0;0;0,007;37,58;19,348;26,477;12,086;59,81;21;0;0;2;16;30;674;0;819;3,75;21,12;101,3
"144";"Butter replacement";"Butter replacement, liquid";81103090;0,86;10,2;0,016;0,17;0,026;0;0;0,007;37,58;19,348;26,477;12,086;59,81;21;0;0;2;16;30;615;0;819;3,75;21,12;101,3
"145";"Egg";"Egg, whole, fried with cooking spray";31105080;0,92;232;0,067;12,4;0,429;30,3;0,36;0,032;75,18;4,103;2,105;3,135;10,16;55;0,071;1,73;12;195;136;255;1,27;158;0,159;1,04;0,3
"146";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, made with cooking spray";32130060;0,92;232;0,067;12,4;0,429;30,3;0,36;0,032;75,18;4,103;2,105;3,135;10,16;55;0,071;1,73;12;195;136;255;1,27;158;0,159;1,04;0,3
"147";"Imitation cheese";"Imitation cheese";14502000;1;0,1;0,08;25;0,36;14,6;1;0,03;38;14,127;10,615;5,815;32;705;0,03;0,7;30;530;55;670;3;115;0,07;0,28;2,7
"148";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, made with cooking spray";32130260;1;211,7;0,924;13,49;0,403;30,3;0,43;0,069;72,72;4,546;2,254;3,481;11,16;50;0,074;1,65;13;202;166;365;1,41;139;0,186;0,97;0,3
"149";"Egg salad";"Egg salad, made with mayonnaise";32103000;1,01;241,8;0,051;10,26;0,414;25,1;1,01;0,055;63,96;6,558;9,874;4,904;23,14;42;0,014;0,99;8;142;105;378;0,87;122;0,098;1,47;32,1
"150";"Egg";"Egg, deviled";32102000;1,07;270,1;0,058;11,52;0,468;28,2;1,07;0,061;69,7;5,114;5,014;3,948;15,9;46;0,013;1,1;9;158;116;430;0,97;137;0,111;1,21;13,9
"151";"Egg";"Egg, whole, pickled";31107000;1,11;291,8;0,064;12,49;0,509;30,6;1,11;0,066;74,1;4,049;1,404;3,244;10,54;50;0,013;1,18;10;171;125;392;1,04;148;0,12;1,02;0,3
"152";"Cheese";"Cheese, Muenster";14107200;1,12;15,4;0,103;23,41;0,32;14,5;1,12;0,013;41,77;8,711;0,661;19,113;30,04;717;0,031;0,41;27;468;134;628;2,81;298;0,056;0,26;2,5
"153";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, made with oil";32130110;1,12;195,3;0,067;12,82;0,398;27,9;0,59;0,029;67,25;6,25;4,055;5,373;17,05;163;0,063;1,5;13;236;131;341;1,43;164;0,141;1,62;7,3
"154";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, made with butter";32130120;1,12;196,3;0,069;12,86;0,4;27,9;0,6;0,029;68,18;5,056;1,872;7,531;15,97;165;0,063;1,49;13;237;132;378;1,44;203;0,141;1,08;0,9
"155";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings";32130140;1,12;198,3;0,085;12,94;0,399;28;0,59;0,029;67,47;6,214;2,273;6,627;16,6;164;0,064;1,5;13;237;132;375;1,45;164;0,143;0,98;0,6
"156";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, made with margarine";32130100;1,16;195,9;0,068;12,82;0,4;27,9;0,59;0,03;69,1;5,24;3,182;5,327;15,05;164;0,063;1,49;13;237;133;381;1,43;211;0,302;1,98;6,2
"157";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and meat, NS as to fat";32130290;1,16;186,6;0,57;13,44;0,386;28,1;0,62;0,051;67,01;5,829;3,228;5,996;16,44;153;0,065;1,47;14;237;150;416;1,5;172;0,188;1,45;4,8
"158";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and meat, made with oil";32130310;1,16;186,1;0,57;13,42;0,385;28,1;0,62;0,051;66,41;6,347;3,995;5,407;17,11;152;0,065;1,47;14;237;149;398;1,5;152;0,158;1,54;6,8
"159";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and meat, made with butter";32130320;1,16;187,1;0,572;13,46;0,387;28,1;0,62;0,051;67,26;5,244;1,976;7,401;16,11;154;0,065;1,46;14;238;150;432;1,5;189;0,158;1,04;0,9
"160";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings";32130340;1,16;188,9;0,586;13,54;0,386;28,2;0,62;0,051;66,61;6,314;2,347;6,566;16,7;152;0,066;1,48;14;237;150;430;1,52;152;0,159;0,95;0,6
"161";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type";32130365;1,16;186,6;0,57;13,44;0,386;28,1;0,62;0,051;67,01;5,829;3,228;5,996;16,44;153;0,065;1,47;14;237;150;416;1,5;172;0,188;1,45;4,8
"162";"Pepperoni";"Pepperoni, NFS";25221250;1,18;51,2;4,987;19,25;0,257;29;0;0,271;28,55;20,77;4,458;17,708;46,28;19;0,091;1,33;18;158;274;1582;2,44;0;0,362;1,03;5,8
"163";"Pepperoni";"Pepperoni, reduced sodium";25221260;1,18;51,2;4,987;19,25;0,257;29;0;0,271;28,55;20,77;4,458;17,708;46,28;19;0,091;1,33;18;158;274;1187;2,44;0;0,362;1,03;5,8
"164";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, no added fat";32130170;1,19;207,1;0,071;13,59;0,422;29,6;0,63;0,031;71,33;4,087;1,801;4,869;12,01;173;0,067;1,58;14;250;139;362;1,52;174;0,15;1;0,6
"165";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added";32130490;1,19;195;0,507;10,71;0,406;26,3;0,64;0,037;74;4,828;3,112;3,984;12,82;47;0,101;1,51;11;174;158;231;1,13;152;0,179;1,44;4,9
"166";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat";32130510;1,19;195;0,507;10,71;0,406;26,3;0,64;0,037;74;4,828;3,112;3,984;12,82;47;0,101;1,51;11;174;158;231;1,13;152;0,179;1,44;4,9
"167";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and meat, made with margarine";32130300;1,2;186,7;0,57;13,43;0,387;28,1;0,62;0,051;68,12;5,413;3,187;5,364;15,26;153;0,065;1,46;14;237;150;435;1,5;196;0,307;1,87;5,8
"168";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and meat, no added fat";32130370;1,22;196,5;0,601;14,17;0,407;29,6;0,65;0,054;70,12;4,362;1,917;4,945;12,48;161;0,069;1,54;15;250;157;421;1,58;161;0,167;0,97;0,6
"169";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added";32130890;1,22;185,9;0,976;11,47;0,393;26,7;0,66;0,058;72,64;5,033;3,123;4,122;13,2;45;0,101;1,48;12;180;174;297;1,22;142;0,193;1,38;4,6
"170";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat";32130910;1,22;185,9;0,976;11,47;0,393;26,7;0,66;0,058;72,64;5,033;3,123;4,122;13,2;45;0,101;1,48;12;180;174;297;1,22;142;0,193;1,38;4,6
"171";"Margarine-oil blend";"Margarine-oil blend, tub, light";81104010;1,22;12,4;0,003;0,33;0,004;0;0;0,006;58,98;12,16;14,916;8,649;37,91;6;0,006;0,03;1;6;45;586;0,02;1330;0;13,45;74,6
"172";"Margarine-oil blend";"Margarine-oil blend, stick, light";81104020;1,22;12,4;0,003;0,33;0,004;0;0;0,006;58,98;12,16;14,916;8,649;37,91;6;0,006;0,03;1;6;45;586;0,02;1330;0;13,45;74,6
"173";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat";32130500;1,25;206,4;0,537;11,34;0,43;27,9;0,68;0,039;77,8;3,173;1,68;2,719;8,3;50;0,107;1,59;12;184;167;225;1,19;139;0,156;0,92;0,3
"174";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with dark-green vegetables, fat added";32130430;1,26;195,1;0,142;10,65;0,377;25,3;0,46;0,036;73,91;4,83;3,11;3,986;12,82;58;0,074;1,73;18;169;179;239;1,12;198;0,189;1,66;55,7
"175";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat";32130450;1,26;195,1;0,142;10,65;0,377;25,3;0,46;0,036;73,91;4,83;3,11;3,986;12,82;58;0,074;1,73;18;169;179;239;1,12;198;0,189;1,66;55,7
"176";"Goose egg";"Goose egg, cooked";31202000;1,27;196,9;0,16;12,94;0,339;34,4;0,88;0,11;66,38;7,45;3,3;4,97;18,07;57;0,058;3,4;15;194;197;258;1,24;198;0,246;1,87;5,6
"177";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with tomatoes, fat added";32130400;1,27;193,5;0,134;10,42;0,359;25,1;0,72;0,032;74,27;4,832;3,102;3,981;12,8;48;0,068;1,48;12;166;148;231;1,08;157;0,177;1,51;6
"178";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with tomatoes, NS as to fat";32130420;1,27;193,5;0,134;10,42;0,359;25,1;0,72;0,032;74,27;4,832;3,102;3,981;12,8;48;0,068;1,48;12;166;148;231;1,08;157;0,177;1,51;6
"179";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added";32130830;1,28;186;0,639;11,42;0,366;25,7;0,49;0,057;72,56;5,035;3,121;4,124;13,2;55;0,075;1,68;19;175;193;304;1,21;184;0,202;1,58;51,5
"180";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat";32130850;1,28;186;0,639;11,42;0,366;25,7;0,49;0,057;72,56;5,035;3,121;4,124;13,2;55;0,075;1,68;19;175;193;304;1,21;184;0,202;1,58;51,5
"181";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat";32130900;1,28;195,9;1,03;12,1;0,414;28,1;0,69;0,061;76,07;3,521;1,806;2,966;9,06;47;0,106;1,56;13;189;183;295;1,28;129;0,173;0,88;0,3
"182";"Watercress";"Watercress, raw";72130100;1,29;9;0,2;2,3;0,12;0,9;0,2;0,09;95,11;0,008;0,035;0,027;0,1;120;0,077;0,2;21;60;330;41;0,11;160;0,129;1;250
"183";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added";32130460;1,3;192,8;0,142;10,47;0,366;25;0,6;0,034;74,22;4,792;3,082;3,952;12,71;53;0,071;1,6;15;167;165;233;1,1;178;0,183;1,59;32,3
"184";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat";32130480;1,3;192,8;0,142;10,47;0,366;25;0,6;0,034;74,22;4,792;3,082;3,952;12,71;53;0,071;1,6;15;167;165;233;1,1;178;0,183;1,59;32,3
"185";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and tomatoes, fat added";32130800;1,3;184,6;0,632;11,21;0,349;25,5;0,74;0,053;72,89;5,037;3,114;4,12;13,19;46;0,069;1,45;12;172;164;297;1,18;146;0,191;1,44;5,6
"186";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat";32130820;1,3;184,6;0,632;11,21;0,349;25,5;0,74;0,053;72,89;5,037;3,114;4,12;13,19;46;0,069;1,45;12;172;164;297;1,18;146;0,191;1,44;5,6
"187";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with dark-green vegetables, no added fat";32130440;1,32;206,4;0,149;11,28;0,399;26,8;0,48;0,038;77,71;3,175;1,678;2,721;8,3;61;0,078;1,83;20;179;189;233;1,19;187;0,166;1,15;54,1
"188";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added";32130860;1,33;180;0,855;11,59;0,351;25,6;0,64;0,065;72,26;5,09;3,101;4,154;13,27;49;0,073;1,55;16;175;187;327;1,23;160;0,202;1,47;28,8
"189";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat";32130880;1,33;180;0,855;11,59;0,351;25,6;0,64;0,065;72,26;5,09;3,101;4,154;13,27;49;0,073;1,55;16;175;187;327;1,23;160;0,202;1,47;28,8
"190";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with tomatoes, no added fat";32130410;1,34;204,8;0,141;11,04;0,38;26,6;0,77;0,034;78,09;3,177;1,67;2,716;8,28;51;0,072;1,56;12;176;156;225;1,15;144;0,154;0,99;1,4
"191";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, made with cooking spray";32130160;1,35;205,3;0,071;13,48;0,419;29,3;0,62;0,031;70,72;4,48;1,975;4,871;12,58;172;0,067;1,57;14;248;138;359;1,5;172;0,148;0,99;0,6
"192";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat";32130840;1,35;195,9;0,673;12,04;0,385;27,1;0,52;0,06;75,98;3,523;1,804;2,968;9,06;57;0,079;1,77;20;184;204;302;1,28;173;0,182;1,1;49,9
"193";"Watercress";"Watercress, cooked";72130201;1,35;9,6;0,198;2,4;0,119;0,9;0,21;0,084;91,83;1,011;0,87;0,803;2,83;125;0,08;0,21;22;63;344;174;0,12;170;0,145;1,36;262,8
"194";"Duck egg";"Duck egg, cooked";31201000;1,36;196,9;0,169;11,96;0,359;33,9;0,87;0,117;66,75;8,175;2,881;5,05;18,53;60;0,058;3,59;16;206;208;266;1,32;205;0,258;1,91;5,6
"195";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat and tomatoes, no added fat";32130810;1,36;194,4;0,666;11,82;0,368;26,9;0,78;0,056;76,33;3,525;1,796;2,963;9,04;48;0,073;1,53;13;181;173;295;1,24;134;0,17;0,95;1,3
"196";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray";32130360;1,37;195;0,597;14,06;0,404;29,4;0,64;0,053;69,56;4,722;2,077;4,945;13;159;0,069;1,53;15;248;156;418;1,57;160;0,165;0,96;0,6
"197";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added";32130470;1,37;204;0,15;11,08;0,387;26,5;0,64;0,036;78,01;3,149;1,661;2,696;8,22;56;0,075;1,69;16;176;175;227;1,16;166;0,16;1,07;29,3
"198";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added";32131090;1,37;177;0,748;12,87;0,388;27,1;0,74;0,053;68,34;5,497;3,054;5,658;15,52;144;0,081;1,42;14;229;162;393;1,45;162;0,184;1,37;4,6
"199";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat";32131110;1,37;177;0,748;12,87;0,388;27,1;0,74;0,053;68,34;5,497;3,054;5,658;15,52;144;0,081;1,42;14;229;162;393;1,45;162;0,184;1,37;4,6
"200";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat";32130870;1,39;189,2;0,9;12,19;0,369;27;0,67;0,068;75,51;3,65;1,843;3,052;9,32;51;0,077;1,63;17;184;197;327;1,29;149;0,183;1,01;26,1
"201";"Beef";"Beef, bacon, cooked";21601000;1,4;119,2;6,47;31,3;0,26;26,8;0;0,09;26,2;16,85;1,58;14,35;34,4;9;0,116;3,14;27;236;412;1500;6,37;0;0,31;0,29;2,8
"202";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added";32131030;1,4;177;0,578;12,84;0,374;26,6;0,65;0,052;68,3;5,498;3,053;5,659;15,52;149;0,069;1,52;17;227;172;396;1,44;183;0,188;1,48;28,2
"203";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat";32131050;1,4;177;0,578;12,84;0,374;26,6;0,65;0,052;68,3;5,498;3,053;5,659;15,52;149;0,069;1,52;17;227;172;396;1,44;183;0,188;1,48;28,2
"204";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added";32131000;1,41;176,3;0,574;12,73;0,366;26,5;0,78;0,051;68,46;5,499;3,049;5,657;15,52;145;0,066;1,4;14;225;157;393;1,42;165;0,183;1,4;5,1
"205";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat";32131020;1,41;176,3;0,574;12,73;0,366;26,5;0,78;0,051;68,46;5,499;3,049;5,657;15,52;145;0,066;1,4;14;225;157;393;1,42;165;0,183;1,4;5,1
"206";"Beef";"Beef, bacon, reduced sodium, cooked";21601010;1,43;123,2;11,099;37,04;0,264;62;0;0,404;12,32;18,52;4,548;13,739;41,78;11;0,164;1,44;33;533;565;1030;3,5;11;0,349;0,31;0,1
"207";"Pork bacon";"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked";22600210;1,43;123,2;11,099;37,04;0,264;62;0;0,404;12,32;18,52;4,548;13,739;41,78;11;0,164;1,44;33;533;565;1030;3,5;11;0,349;0,31;0,1
"208";"Pork bacon";"Pork bacon, smoked or cured, reduced sodium, cooked";22602010;1,43;123,2;11,099;37,04;0,264;62;0;0,404;12,32;18,52;4,548;13,739;41,78;11;0,164;1,44;33;533;565;1030;3,5;11;0,349;0,31;0,1
"209";"Cheese";"Cheese, Swiss";14109010;1,44;13,8;0,06;27;0,303;30,1;0;0,011;37,6;7,26;1,14;18,2;31;890;0,047;0,13;33;574;71;185;4,37;292;0,07;0,6;1,4
"210";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat";32131100;1,44;185,9;0,786;13,53;0,407;28,5;0,77;0,056;71,33;4,1;1,812;4,652;11,75;151;0,086;1,49;15;241;170;396;1,52;151;0,164;0,91;0,6
"211";"Brains";"Brains, cooked";25150000;1,47;486,8;3,59;11,57;0,215;21,6;0;0,068;74,24;1,866;1,618;2,374;10,44;9;0,228;2,28;12;332;242;429;1,08;6;0,142;1,66;0,1
"212";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat";32131040;1,47;185,9;0,607;13,5;0,393;27,9;0,68;0,055;71,29;4,101;1,811;4,653;11,75;157;0,072;1,6;18;238;180;400;1,52;174;0,169;1,02;25,4
"213";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat";32131010;1,48;185,2;0,603;13,39;0,384;27,9;0,82;0,053;71,47;4,102;1,807;4,65;11,74;152;0,069;1,47;15;237;164;396;1,5;154;0,163;0,94;1,1
"214";"Roe";"Roe, herring";26209100;1,5;335,4;1,8;22,32;0,74;40,3;0;0,24;67,73;1,661;2,656;1,456;6,42;22;0,1;0,6;20;402;221;91;1;81;0,152;7;0,2
"215";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added";32130690;1,53;176,4;0,462;11,81;0,4;25,9;0,83;0,035;70,35;5,068;2,892;5,361;14,58;147;0,094;1,39;13;221;157;321;1,34;165;0,168;1,36;4,7
"216";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat";32130710;1,53;176,4;0,462;11,81;0,4;25,9;0,83;0,035;70,35;5,068;2,892;5,361;14,58;147;0,094;1,39;13;221;157;321;1,34;165;0,168;1,36;4,7
"217";"Cheese";"Cheese, Fontina";14104600;1,55;15,4;0,15;25,6;0,204;14,5;1,55;0,021;37,92;8,687;1,654;19,196;31,14;550;0,025;0,23;14;346;64;800;3,5;261;0,083;0,27;2,6
"218";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added";32130630;1,59;176,5;0,137;11,76;0,374;25;0,66;0,034;70,27;5,07;2,89;5,363;14,58;156;0,07;1,59;20;217;176;328;1,33;205;0,176;1,56;49,8
"219";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat";32130650;1,59;176,5;0,137;11,76;0,374;25;0,66;0,034;70,27;5,07;2,89;5,363;14,58;156;0,07;1,59;20;217;176;328;1,33;205;0,176;1,56;49,8
"220";"Cheese";"Cheese, American, reduced sodium";14410210;1,6;36,2;0,07;22,2;0,35;12,7;0,45;0,03;42,8;8,932;0,988;19,651;31,19;616;0,03;0,39;22;745;162;7;2,99;254;0,07;0,27;2,6
"221";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and tomatoes, fat added";32130600;1,6;175,1;0,13;11,55;0,358;24,9;0,9;0,031;70,59;5,072;2,883;5,359;14,56;148;0,064;1,37;13;214;148;321;1,3;169;0,166;1,43;5,6
"222";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat";32130620;1,6;175,1;0,13;11,55;0,358;24,9;0,9;0,031;70,59;5,072;2,883;5,359;14,56;148;0,064;1,37;13;214;148;321;1,3;169;0,166;1,43;5,6
"223";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat";32130700;1,6;185,5;0,486;12,43;0,421;27,3;0,87;0,037;73,53;3,616;1,613;4,316;10,67;154;0,099;1,46;14;233;165;321;1,41;154;0,147;0,89;0,6
"224";"Cheese";"Cheese, Colby Jack";14104250;1,62;15,4;0,093;24,12;0,382;14,5;0,51;0,015;39,6;9,016;0,926;19,642;31,2;716;0,037;0,74;26;450;104;602;3,04;231;0,079;0,27;2,6
"225";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added";32131060;1,62;167,9;0,581;12,21;0,355;25,1;0,8;0,052;69,61;5,203;2,893;5,356;14,7;142;0,069;1,46;17;216;177;375;1,38;176;0,184;1,43;27,1
"226";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat";32131080;1,62;167,9;0,581;12,21;0,355;25,1;0,8;0,052;69,61;5,203;2,893;5,356;14,7;142;0,069;1,46;17;216;177;375;1,38;176;0,184;1,43;27,1
"227";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added";32130660;1,63;174,6;0,137;11,58;0,364;24,7;0,79;0,033;70,58;5,034;2,867;5,323;14,47;151;0,067;1,48;17;214;164;323;1,31;188;0,171;1,49;29
"228";"Egg omelet or scrambled egg";"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat";32130680;1,63;174,6;0,137;11,58;0,364;24,7;0,79;0,033;70,58;5,034;2,867;5,323;14,47;151;0,067;1,48;17;214;164;323;1,31;188;0,171;1,49;29
